DateTime,O2,CO2,WVP,FR,BP,RH,TempRH,Analog_1,Analog_2,Analog_3,Analog_4,Analog_5,Analog_6,Analog_7,Analog_8,Thermo_1,Thermo_2,Thermo_3,Thermo_4,DigitalOut,Marker
2/24/22 10:37:0,20.71777,0.114561,2.737814,197.2584,101.9165,63.53209,30.26215,2.584208,2.584155,2.584389,2.584252,2.584128,2.584368,2.583991,2.584114,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:37:0,20.71749,0.1137251,2.737756,198.7491,101.9165,63.52909,30.2626,2.584261,2.584194,2.584457,2.584236,2.5841,2.584354,2.584026,2.584143,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:37:0,20.71735,0.1141271,2.737224,197.6622,101.9165,63.52552,30.26019,2.584172,2.584232,2.584455,2.584214,2.584157,2.584338,2.583945,2.58413,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:37:0,20.71745,0.1141621,2.737056,198.6327,101.9155,63.52155,30.25732,2.58428,2.584274,2.584425,2.584318,2.584075,2.584362,2.58395,2.584097,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:37:0,20.71757,0.1149196,2.737117,201.5583,101.915,63.52002,30.26102,2.584184,2.584292,2.58441,2.584214,2.58413,2.584306,2.583999,2.584097,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:37:0,20.71757,0.115004,2.736628,203.9688,101.9147,63.51162,30.26021,2.584177,2.584344,2.58446,2.58427,2.584098,2.584387,2.584064,2.584108,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:37:0,20.71753,0.1159432,2.736661,205.2758,101.9155,63.51182,30.26036,2.584213,2.584222,2.584366,2.584252,2.584095,2.584353,2.584024,2.584107,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:37:0,20.71745,0.1154898,2.736542,205.8386,101.9156,63.50917,30.26172,2.584153,2.584266,2.584453,2.584253,2.584119,2.584316,2.584011,2.584129,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:37:0,20.71757,0.1157545,2.736902,202.8845,101.9154,63.50725,30.26316,2.584207,2.584279,2.584442,2.584278,2.584099,2.584357,2.584015,2.584217,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:37:0,20.71756,0.1154836,2.736641,205.2386,101.9149,63.50882,30.26107,2.584253,2.584238,2.584422,2.584261,2.584087,2.584323,2.584025,2.584105,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:37:0,20.71768,0.1153448,2.737014,191.0713,101.9142,63.50647,30.26394,2.584305,2.584233,2.58442,2.584332,2.584118,2.584292,2.58405,2.584084,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:37:0,20.71778,0.1156374,2.736501,205.0068,101.9139,63.50413,30.26116,2.584245,2.584211,2.584427,2.584277,2.584165,2.584329,2.584025,2.58411,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:37:0,20.71798,0.1147538,2.736634,201.3032,101.9127,63.50447,30.26213,2.584137,2.584227,2.584406,2.584265,2.584167,2.584362,2.583964,2.584127,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:37:0,20.71802,0.1146646,2.736372,199.113,101.9133,63.50342,30.26055,2.584179,2.584198,2.584486,2.584229,2.584128,2.584394,2.583958,2.584101,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:37:0,20.71794,0.1151951,2.736481,202.7851,101.914,63.50447,30.26253,2.584189,2.584177,2.584387,2.58423,2.584118,2.584359,2.58408,2.584077,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:37:0,20.71798,0.1157058,2.736559,202.7641,101.9139,63.49751,30.26365,2.584105,2.58424,2.584386,2.584229,2.584123,2.58437,2.584083,2.584128,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:37:0,20.71792,0.1161973,2.736274,202.4984,101.9145,63.49461,30.26262,2.584138,2.584196,2.584418,2.584276,2.584115,2.584305,2.584084,2.584119,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:37:0,20.71814,0.1160759,2.736474,204.8408,101.9149,63.49298,30.26435,2.584142,2.584242,2.584461,2.584292,2.584159,2.584349,2.583992,2.584145,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:37:0,20.71779,0.1167796,2.736238,205.2967,101.9153,63.49434,30.26248,2.584173,2.584225,2.584444,2.584274,2.584113,2.584369,2.583997,2.584145,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:37:0,20.71788,0.116969,2.735701,198.9783,101.9146,63.49717,30.25864,2.584209,2.584198,2.58442,2.584276,2.58411,2.584454,2.584041,2.584096,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:37:0,20.71821,0.1162908,2.735652,201.4467,101.914,63.49627,30.26088,2.584157,2.584294,2.584474,2.584274,2.584102,2.584415,2.584047,2.584071,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:37:0,20.71793,0.1167331,2.736101,200.5031,101.9145,63.50109,30.25974,2.584203,2.584298,2.584507,2.584321,2.58409,2.584385,2.5841,2.584133,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:37:0,20.71814,0.1164273,2.736155,195.426,101.9143,63.49811,30.26091,2.584141,2.584249,2.584385,2.584321,2.58413,2.584379,2.584051,2.584152,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:37:0,20.71814,0.1166453,2.73583,197.3366,101.9133,63.49548,30.25975,2.58417,2.584262,2.584414,2.584234,2.584123,2.5844,2.584037,2.584083,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:37:0,20.71808,0.1157024,2.736477,197.6387,101.9129,63.49593,30.26248,2.584198,2.584237,2.584369,2.584264,2.584183,2.584425,2.583993,2.584072,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:37:0,20.71792,0.1157705,2.736352,200.754,101.9128,63.49599,30.26175,2.584184,2.58429,2.584394,2.584247,2.584172,2.584382,2.584042,2.584127,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:37:0,20.71772,0.1155733,2.736026,203.0448,101.9132,63.49355,30.26134,2.584199,2.584331,2.584471,2.584288,2.584137,2.58438,2.58404,2.584107,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:37:0,20.71753,0.1158875,2.735813,201.1436,101.9132,63.49438,30.25975,2.584197,2.584221,2.584448,2.584304,2.584087,2.584399,2.583957,2.584101,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:37:0,20.71757,0.1157863,2.736033,203.9726,101.9128,63.49834,30.26006,2.584171,2.584245,2.58436,2.584309,2.584095,2.584372,2.583958,2.584102,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:37:0,20.71737,0.1158456,2.735898,202.8783,101.9127,63.49819,30.25752,2.584195,2.584278,2.584383,2.584307,2.58416,2.584407,2.584034,2.584126,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:37:0,20.7174,0.1150108,2.735035,202.8542,101.9126,63.49694,30.25408,2.584145,2.58414,2.584432,2.584317,2.584111,2.584356,2.584059,2.584174,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:37:0,20.71734,0.1154258,2.735187,201.1314,101.9126,63.49547,30.25546,2.584128,2.584297,2.584478,2.584264,2.584119,2.584379,2.584062,2.584196,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:37:0,20.71721,0.1153551,2.735573,201.9824,101.9124,63.49726,30.25803,2.584164,2.58424,2.584416,2.584191,2.584126,2.584435,2.584063,2.584073,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:37:0,20.71692,0.1161066,2.735659,195.0773,101.9134,63.49768,30.25786,2.584134,2.58428,2.584374,2.58421,2.584101,2.584441,2.58402,2.584081,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:37:0,20.71696,0.1163633,2.73541,199.6066,101.913,63.4962,30.25668,2.584151,2.584255,2.584479,2.584267,2.584116,2.584378,2.584082,2.584187,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:37:0,20.71738,0.1162745,2.73537,198.5613,101.9129,63.50016,30.25534,2.584261,2.584262,2.584423,2.584244,2.584132,2.584327,2.583989,2.584169,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:37:0,20.71755,0.1152717,2.735452,195.2398,101.9127,63.50033,30.25541,2.584249,2.584284,2.58441,2.584299,2.584102,2.584467,2.583947,2.58419,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:37:0,20.7176,0.1156401,2.734672,201.8077,101.9128,63.49865,30.2513,2.584241,2.584216,2.584445,2.584318,2.584098,2.584362,2.583993,2.584075,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:37:0,20.71749,0.1167776,2.735105,205.1803,101.9126,63.50022,30.25363,2.584228,2.58425,2.584438,2.58425,2.584121,2.584419,2.583955,2.584033,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:38:0,20.71743,0.1166643,2.735196,201.9116,101.9131,63.50371,30.25319,2.584196,2.584191,2.584424,2.584244,2.584095,2.584352,2.58398,2.584054,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:38:0,20.71709,0.1164355,2.735508,197.9063,101.9141,63.50493,30.25491,2.584185,2.584224,2.584475,2.584267,2.584136,2.58434,2.584062,2.584039,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:38:0,20.71709,0.1168111,2.735317,203.028,101.9142,63.50278,30.25428,2.584226,2.584281,2.584322,2.584301,2.584141,2.584351,2.583994,2.584113,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:38:0,20.71699,0.1165992,2.735298,196.0558,101.9139,63.50311,30.25393,2.584159,2.584188,2.584449,2.584311,2.584179,2.584371,2.584043,2.584093,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:38:0,20.71713,0.1159771,2.73564,203.748,101.9124,63.50563,30.25555,2.584262,2.584152,2.584449,2.584198,2.584173,2.5844,2.584044,2.584162,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:38:0,20.71732,0.1156973,2.736125,201.7488,101.9114,63.50415,30.25905,2.584227,2.584247,2.584392,2.584297,2.5841,2.584413,2.583995,2.584135,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:38:0,20.71727,0.1156513,2.735973,200.6773,101.9118,63.50576,30.25764,2.584229,2.584238,2.584419,2.584267,2.584082,2.584389,2.584094,2.584121,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:38:0,20.71708,0.115499,2.73659,204.0593,101.9122,63.50805,30.25906,2.584222,2.58428,2.584444,2.584313,2.584152,2.58438,2.584076,2.584176,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:38:0,20.71701,0.1154603,2.736144,215.9225,101.9125,63.5084,30.25801,2.58419,2.584273,2.584417,2.584236,2.584113,2.584431,2.58403,2.584126,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:38:0,20.71705,0.1159441,2.736021,221.6943,101.912,63.50727,30.25753,2.584244,2.584285,2.584474,2.584309,2.584121,2.584347,2.584071,2.584149,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:38:0,20.71701,0.1161069,2.736198,190.0102,101.9119,63.5068,30.25879,2.584192,2.584256,2.584394,2.58427,2.584115,2.584413,2.583972,2.584144,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:38:0,20.71714,0.1153358,2.735798,187.5129,101.912,63.50828,30.25583,2.584236,2.584247,2.584403,2.584285,2.584088,2.584352,2.584047,2.584081,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:38:0,20.7169,0.1156139,2.735947,193.6841,101.9127,63.51124,30.25597,2.584207,2.584302,2.5844,2.584291,2.584127,2.584365,2.584047,2.584168,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:38:0,20.71678,0.1160824,2.736047,200.7438,101.9127,63.51197,30.2564,2.584204,2.584279,2.584453,2.584191,2.584146,2.584365,2.584096,2.584127,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:38:0,20.7168,0.1159997,2.735617,203.5666,101.9127,63.5144,30.253,2.58416,2.58424,2.584406,2.584276,2.584086,2.584346,2.584006,2.584082,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:38:0,20.71689,0.1154838,2.735187,202.0328,101.9122,63.51471,30.25155,2.584211,2.584316,2.584423,2.584288,2.584126,2.584398,2.584046,2.584082,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:38:0,20.71693,0.1157664,2.735433,203.9944,101.9121,63.51552,30.2508,2.58424,2.584181,2.584434,2.584236,2.584166,2.584372,2.584069,2.58408,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:38:0,20.7169,0.1152977,2.73594,201.3517,101.9121,63.51778,30.25414,2.584166,2.584212,2.584474,2.584285,2.584122,2.584365,2.584122,2.584102,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:38:0,20.71691,0.1152889,2.735831,196.5373,101.9119,63.51587,30.25396,2.584175,2.584233,2.584475,2.584317,2.584106,2.584365,2.58411,2.584105,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:38:0,20.71684,0.1158021,2.735839,194.1864,101.9121,63.52074,30.25323,2.584187,2.584233,2.584454,2.584289,2.58408,2.584474,2.584074,2.584149,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:38:0,20.71696,0.1162248,2.735919,201.1729,101.9116,63.52031,30.25431,2.584153,2.58425,2.584385,2.584301,2.584147,2.584387,2.584085,2.584061,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:38:0,20.71726,0.1160295,2.735976,200.4698,101.9106,63.51632,30.25456,2.584199,2.584235,2.584447,2.584234,2.584128,2.584398,2.584027,2.584105,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:38:0,20.71722,0.1155927,2.735992,203.8015,101.911,63.51612,30.25256,2.58424,2.584227,2.584376,2.584319,2.584158,2.584404,2.584111,2.584112,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:38:0,20.71711,0.115559,2.735136,204.4112,101.912,63.51429,30.24981,2.584249,2.584242,2.58441,2.584298,2.584142,2.58438,2.584062,2.584099,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:38:0,20.71707,0.1157829,2.735557,204.874,101.9118,63.51086,30.25433,2.584229,2.584229,2.584355,2.584196,2.584094,2.584378,2.584032,2.584076,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:38:0,20.71715,0.1163898,2.734926,203.1177,101.9118,63.50915,30.2503,2.58417,2.584264,2.584408,2.584303,2.584062,2.584372,2.584014,2.584182,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:38:0,20.71731,0.1163215,2.734272,204.8347,101.9108,63.50541,30.24854,2.584232,2.584245,2.584482,2.584334,2.584108,2.584456,2.584057,2.584071,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:38:0,20.71726,0.1166574,2.734953,202.9548,101.9111,63.50479,30.2514,2.584233,2.584263,2.584454,2.584301,2.584096,2.584347,2.584002,2.584122,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:38:0,20.71722,0.1173215,2.735008,197.0583,101.9113,63.50517,30.25178,2.584214,2.584289,2.584419,2.584231,2.584144,2.584423,2.584042,2.584131,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:38:0,20.7172,0.117517,2.735198,202.0902,101.9117,63.50709,30.25131,2.584187,2.584232,2.584426,2.584206,2.584064,2.584355,2.584009,2.584101,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:38:0,20.7172,0.1182482,2.735184,194.5328,101.9115,63.50668,30.25236,2.584192,2.584257,2.584397,2.584251,2.584148,2.584395,2.583948,2.584078,-1000,-1000,-1000,-1000,0,-1
2/24/22 10:38:0,20.71713,0.1181507,2.734997,195.9908,101.912,63.50644,30.25123,2.584241,2.584254,2.584518,2.584255,2.584091,2.584398,2.584013,2.584121,-1000,-1000,-1000,-1000,0,-1
