DateTime,O2,CO2,WVP,FR,BP,RH,TempRH,Analog_1,Analog_2,Analog_3,Analog_4,Analog_5,Analog_6,Analog_7,Analog_8,Thermo_1,Thermo_2,Thermo_3,Thermo_4,DigitalOut
3/7/22 13:32:0,20.8458,6.36E-02,2.828979,190.3816,101.4721,61.46429,31.41625,2.584242,2.584254,2.584435,2.58428,2.584132,2.584398,2.583963,2.584119,-1000,-1000,-1000,-1000,0
3/7/22 13:32:0,20.84621,6.34E-02,2.828801,185.6431,101.4712,61.46601,31.41466,2.584248,2.584246,2.584471,2.584268,2.584133,2.58438,2.584004,2.584093,-1000,-1000,-1000,-1000,0
3/7/22 13:32:0,20.84615,6.36E-02,2.829067,195.5552,101.471,61.46659,31.41614,2.584194,2.58424,2.58441,2.584224,2.58405,2.584316,2.583934,2.58412,-1000,-1000,-1000,-1000,0
3/7/22 13:32:0,20.84619,6.40E-02,2.829207,202.9468,101.4711,61.47573,31.41439,2.584139,2.584201,2.584388,2.584274,2.584093,2.584325,2.583951,2.584104,-1000,-1000,-1000,-1000,0
3/7/22 13:32:0,20.84616,6.41E-02,2.829443,209.5037,101.4712,61.47687,31.41554,2.584115,2.584202,2.584412,2.584316,2.584109,2.584373,2.584057,2.584153,-1000,-1000,-1000,-1000,0
3/7/22 13:32:0,20.84625,6.34E-02,2.82949,211.7873,101.4708,61.48031,31.41485,2.584148,2.584195,2.584443,2.58425,2.584168,2.584374,2.584074,2.584144,-1000,-1000,-1000,-1000,0
3/7/22 13:32:0,20.84598,6.30E-02,2.829139,194.9536,101.4709,61.47954,31.41307,2.584184,2.584269,2.584414,2.584284,2.584133,2.584399,2.584072,2.584189,-1000,-1000,-1000,-1000,0
3/7/22 13:32:0,20.84587,6.36E-02,2.829381,192.5942,101.4712,61.47946,31.41441,2.58425,2.58425,2.584477,2.584248,2.584131,2.584352,2.584027,2.584179,-1000,-1000,-1000,-1000,0
3/7/22 13:32:0,20.84567,6.38E-02,2.829381,202.5718,101.4715,61.48221,31.4144,2.584204,2.584233,2.584419,2.584234,2.584118,2.584344,2.583977,2.584161,-1000,-1000,-1000,-1000,0
3/7/22 13:32:0,20.84579,6.46E-02,2.829208,200.7293,101.4716,61.48229,31.41253,2.584257,2.584283,2.584467,2.5843,2.584172,2.58441,2.583969,2.584093,-1000,-1000,-1000,-1000,0
3/7/22 13:32:0,20.84581,6.43E-02,2.829032,205.8714,101.4705,61.48406,31.41097,2.584267,2.584244,2.584449,2.584261,2.584132,2.584465,2.58396,2.58417,-1000,-1000,-1000,-1000,0
3/7/22 13:32:0,20.84595,6.40E-02,2.829109,222.3705,101.4705,61.48148,31.41215,2.584194,2.58424,2.584354,2.584256,2.584127,2.584401,2.584012,2.584099,-1000,-1000,-1000,-1000,0
3/7/22 13:32:0,20.84575,6.37E-02,2.829196,214.2303,101.4708,61.48099,31.41282,2.584176,2.584239,2.584371,2.584258,2.584117,2.584336,2.584015,2.584124,-1000,-1000,-1000,-1000,0
3/7/22 13:32:0,20.84579,6.36E-02,2.828761,183.855,101.4714,61.48389,31.40928,2.584177,2.584197,2.584436,2.58426,2.584136,2.584352,2.583976,2.584207,-1000,-1000,-1000,-1000,0
3/7/22 13:32:0,20.84572,6.38E-02,2.828539,190.037,101.4704,61.48275,31.40823,2.584174,2.58419,2.584413,2.584224,2.584165,2.584374,2.583927,2.584117,-1000,-1000,-1000,-1000,0
3/7/22 13:32:0,20.84586,6.41E-02,2.82854,201.3819,101.471,61.48551,31.40744,2.584122,2.58425,2.584394,2.584268,2.584063,2.584399,2.584072,2.584118,-1000,-1000,-1000,-1000,0
3/7/22 13:32:0,20.84534,6.36E-02,2.828839,189.0993,101.4723,61.48827,31.4077,2.584198,2.584209,2.58445,2.584292,2.58414,2.584374,2.584016,2.584188,-1000,-1000,-1000,-1000,0
3/7/22 13:32:0,20.84539,6.36E-02,2.829044,207.2225,101.4712,61.49203,31.40895,2.584308,2.584159,2.584415,2.584314,2.584073,2.584361,2.584058,2.584109,-1000,-1000,-1000,-1000,0
3/7/22 13:32:0,20.84535,6.35E-02,2.828867,205.9766,101.4715,61.48876,31.40855,2.584235,2.584263,2.584416,2.584301,2.584075,2.584397,2.583997,2.584065,-1000,-1000,-1000,-1000,0
3/7/22 13:32:0,20.84521,6.33E-02,2.829181,212.1891,101.4727,61.49207,31.40959,2.584265,2.584216,2.584422,2.584236,2.584146,2.584375,2.584069,2.584135,-1000,-1000,-1000,-1000,0
3/7/22 13:32:0,20.84513,6.36E-02,2.828784,191.3152,101.4729,61.49284,31.40943,2.584215,2.584319,2.584425,2.584246,2.584166,2.584298,2.58403,2.584159,-1000,-1000,-1000,-1000,0
3/7/22 13:32:0,20.84502,6.38E-02,2.829345,203.2405,101.4728,61.49457,31.40986,2.584203,2.584263,2.584367,2.584289,2.584123,2.584361,2.58402,2.584163,-1000,-1000,-1000,-1000,0
3/7/22 13:32:0,20.84524,6.38E-02,2.82953,222.2225,101.4721,61.49406,31.41116,2.584188,2.584287,2.584435,2.584324,2.584102,2.584358,2.584009,2.584111,-1000,-1000,-1000,-1000,0
3/7/22 13:32:0,20.84536,6.32E-02,2.829357,216.3337,101.4705,61.49078,31.41102,2.584238,2.584237,2.584439,2.584254,2.584085,2.584395,2.583992,2.58414,-1000,-1000,-1000,-1000,0
3/7/22 13:32:0,20.84563,6.31E-02,2.82907,183.0716,101.4698,61.49092,31.40919,2.584146,2.584237,2.584417,2.584351,2.584165,2.584405,2.584058,2.584121,-1000,-1000,-1000,-1000,0
3/7/22 13:32:0,20.84553,0.0631604,2.82917,198.7762,101.4704,61.49358,31.40905,2.584154,2.584302,2.584348,2.584241,2.584196,2.584322,2.584054,2.584144,-1000,-1000,-1000,-1000,0
3/7/22 13:32:0,20.84529,0.0637612,2.828429,202.6536,101.4711,61.48697,31.40606,2.584148,2.584207,2.58442,2.584242,2.584083,2.584332,2.584004,2.584154,-1000,-1000,-1000,-1000,0
3/7/22 13:32:0,20.84534,6.43E-02,2.828403,205.4955,101.4705,61.48598,31.40583,2.58419,2.584287,2.584415,2.584273,2.584143,2.584331,2.583992,2.584195,-1000,-1000,-1000,-1000,0
3/7/22 13:32:0,20.84521,6.39E-02,2.828022,187.5676,101.47,61.48512,31.40394,2.584145,2.584266,2.58445,2.584385,2.584147,2.584382,2.584015,2.584154,-1000,-1000,-1000,-1000,0
3/7/22 13:33:0,20.8454,6.46E-02,2.82831,187.9766,101.4701,61.48674,31.40513,2.584213,2.584256,2.584466,2.584289,2.584138,2.584366,2.583992,2.584136,-1000,-1000,-1000,-1000,0
3/7/22 13:33:0,20.84546,6.42E-02,2.828534,185.1445,101.4695,61.48821,31.40664,2.58416,2.584324,2.584411,2.584306,2.584067,2.584347,2.584102,2.584103,-1000,-1000,-1000,-1000,0
3/7/22 13:33:0,20.84547,6.40E-02,2.828816,185.1445,101.4697,61.49221,31.40702,2.584238,2.584228,2.584427,2.584256,2.584138,2.584379,2.584023,2.584212,-1000,-1000,-1000,-1000,0
3/7/22 13:33:0,20.8455,6.42E-02,2.828336,179.7135,101.4697,61.4945,31.40328,2.584224,2.584215,2.584462,2.584288,2.584136,2.584434,2.584095,2.584131,-1000,-1000,-1000,-1000,0
3/7/22 13:33:0,20.84558,6.38E-02,2.828096,183.8106,101.4696,61.49694,31.4013,2.584199,2.584218,2.584491,2.584282,2.584086,2.584402,2.584009,2.584081,-1000,-1000,-1000,-1000,0
3/7/22 13:33:0,20.84566,6.42E-02,2.829091,180.342,101.4692,61.50262,31.40598,2.584133,2.584213,2.584412,2.584256,2.584095,2.584338,2.584023,2.584129,-1000,-1000,-1000,-1000,0
3/7/22 13:33:0,20.84548,6.36E-02,2.829368,186.5153,101.4691,61.50967,31.40569,2.584134,2.584213,2.584378,2.584287,2.584127,2.584333,2.584027,2.584114,-1000,-1000,-1000,-1000,0
3/7/22 13:33:0,20.84512,6.36E-02,2.829309,194.0622,101.4702,61.5148,31.40384,2.584284,2.584191,2.584435,2.584289,2.584182,2.584364,2.583986,2.584097,-1000,-1000,-1000,-1000,0
3/7/22 13:33:0,20.84509,6.38E-02,2.829178,204.1008,101.4706,61.51888,31.40186,2.584236,2.584239,2.584491,2.584316,2.584121,2.584394,2.583949,2.584137,-1000,-1000,-1000,-1000,0
3/7/22 13:33:0,20.84507,6.42E-02,2.830055,207.512,101.4702,61.52524,31.40706,2.584123,2.584278,2.584425,2.584296,2.584093,2.584323,2.58407,2.584065,-1000,-1000,-1000,-1000,0
3/7/22 13:33:0,20.84509,6.48E-02,2.830515,215.932,101.4705,61.52866,31.40668,2.584157,2.584231,2.584424,2.584271,2.584144,2.584378,2.583993,2.584164,-1000,-1000,-1000,-1000,0
3/7/22 13:33:0,20.84503,6.46E-02,2.829939,216.3549,101.4712,61.52837,31.40388,2.584202,2.584303,2.58446,2.584288,2.584158,2.584431,2.584012,2.584145,-1000,-1000,-1000,-1000,0
3/7/22 13:33:0,20.84485,6.41E-02,2.830094,219.1368,101.472,61.52687,31.40528,2.58423,2.584238,2.584424,2.584283,2.584146,2.584414,2.584008,2.58411,-1000,-1000,-1000,-1000,0
3/7/22 13:33:0,20.84476,6.43E-02,2.830303,213.7965,101.472,61.52787,31.4063,2.584196,2.584231,2.584437,2.584259,2.584057,2.584493,2.584008,2.5841,-1000,-1000,-1000,-1000,0
3/7/22 13:33:0,20.84472,6.45E-02,2.830576,215.4513,101.4719,61.52857,31.40705,2.584166,2.584209,2.584457,2.584293,2.58417,2.584357,2.584014,2.584126,-1000,-1000,-1000,-1000,0
3/7/22 13:33:0,20.84472,6.43E-02,2.830212,206.592,101.4721,61.52926,31.40533,2.584236,2.584229,2.584456,2.584245,2.584116,2.584321,2.584008,2.584084,-1000,-1000,-1000,-1000,0
3/7/22 13:33:0,20.84476,6.37E-02,2.830157,217.4581,101.4727,61.53032,31.40468,2.584209,2.584234,2.584461,2.584246,2.584136,2.584338,2.584056,2.584187,-1000,-1000,-1000,-1000,0
3/7/22 13:33:0,20.84471,6.40E-02,2.829925,216.909,101.4728,61.53088,31.40309,2.584175,2.584277,2.584458,2.58435,2.584131,2.584373,2.583995,2.58412,-1000,-1000,-1000,-1000,0
3/7/22 13:33:0,20.84463,6.46E-02,2.83029,208.3373,101.4733,61.53465,31.40388,2.584196,2.584203,2.584424,2.584282,2.584152,2.584428,2.584068,2.584171,-1000,-1000,-1000,-1000,0
3/7/22 13:33:0,20.84432,6.46E-02,2.830056,210.0029,101.4737,61.53842,31.40174,2.584178,2.584218,2.58443,2.584278,2.584104,2.5843,2.584059,2.584138,-1000,-1000,-1000,-1000,0
3/7/22 13:33:0,20.84459,6.41E-02,2.83053,210.8366,101.4733,61.54095,31.40396,2.584226,2.584231,2.584439,2.584235,2.584097,2.584394,2.584099,2.584117,-1000,-1000,-1000,-1000,0
3/7/22 13:33:0,20.84465,6.46E-02,2.830467,190.1575,101.473,61.5435,31.40289,2.584241,2.584256,2.584422,2.584209,2.584138,2.584425,2.58406,2.584038,-1000,-1000,-1000,-1000,0
3/7/22 13:33:0,20.84479,6.48E-02,2.83078,201.7766,101.4722,61.54119,31.40569,2.5842,2.584278,2.584498,2.584259,2.584121,2.584351,2.584057,2.584192,-1000,-1000,-1000,-1000,0
3/7/22 13:33:0,20.84475,6.47E-02,2.831079,211.9944,101.4725,61.54103,31.40735,2.584144,2.58425,2.584425,2.58423,2.584141,2.584398,2.584031,2.584116,-1000,-1000,-1000,-1000,0
3/7/22 13:33:0,20.84473,6.42E-02,2.830862,212.575,101.472,61.54139,31.4059,2.584177,2.5842,2.584492,2.584305,2.584088,2.584368,2.58409,2.584124,-1000,-1000,-1000,-1000,0
3/7/22 13:33:0,20.84474,6.48E-02,2.830634,186.088,101.4721,61.54008,31.40485,2.584207,2.584243,2.584378,2.5843,2.584161,2.584369,2.584086,2.584109,-1000,-1000,-1000,-1000,0
3/7/22 13:33:0,20.84424,6.44E-02,2.831062,189.1309,101.4723,61.53984,31.40775,2.584143,2.584285,2.584457,2.584237,2.584131,2.584346,2.584068,2.5841,-1000,-1000,-1000,-1000,0
3/7/22 13:33:0,20.84421,6.45E-02,2.830632,208.7073,101.4722,61.5392,31.4051,2.584217,2.584238,2.584401,2.584332,2.58412,2.584399,2.584069,2.584164,-1000,-1000,-1000,-1000,128
3/7/22 13:33:0,20.84405,6.44E-02,2.830284,194.8195,101.4725,61.53883,31.40304,2.584179,2.584245,2.584427,2.584227,2.584109,2.584371,2.58407,2.584122,-1000,-1000,-1000,-1000,128
3/7/22 13:33:0,20.84398,6.52E-02,2.830072,190.1122,101.4729,61.53746,31.40211,2.584203,2.584264,2.584437,2.584199,2.584099,2.584371,2.584069,2.584108,-1000,-1000,-1000,-1000,128
3/7/22 13:33:0,20.8439,6.50E-02,2.829651,209.4542,101.4737,61.53319,31.40072,2.584155,2.584257,2.584426,2.584262,2.58408,2.58436,2.583992,2.584118,-1000,-1000,-1000,-1000,128
3/7/22 13:33:0,20.84375,6.44E-02,2.82954,222.9962,101.474,61.53122,31.40058,2.58414,2.584247,2.584394,2.584235,2.584194,2.584377,2.583997,2.584156,-1000,-1000,-1000,-1000,128
3/7/22 13:33:0,20.84402,6.43E-02,2.829607,217.1511,101.4733,61.52898,31.40165,2.584216,2.584177,2.584416,2.58428,2.584187,2.584426,2.584091,2.58412,-1000,-1000,-1000,-1000,128
3/7/22 13:33:0,20.84405,6.41E-02,2.82919,201.3073,101.4724,61.52082,31.40138,2.584189,2.58423,2.584426,2.584281,2.584142,2.584362,2.584061,2.584185,-1000,-1000,-1000,-1000,128
3/7/22 13:33:0,20.84427,6.43E-02,2.825158,194.9154,101.4715,61.44189,31.39888,2.584192,2.584209,2.584398,2.584249,2.584042,2.584387,2.583942,2.584139,-1000,-1000,-1000,-1000,128
3/7/22 13:33:0,20.84435,6.35E-02,2.813604,206.0042,101.4705,61.19561,31.39744,2.584218,2.584219,2.584394,2.584308,2.584114,2.584347,2.584,2.584111,-1000,-1000,-1000,-1000,128
3/7/22 13:33:0,20.84412,6.39E-02,2.798271,206.7267,101.4711,60.72492,31.39629,2.58421,2.584285,2.58443,2.584266,2.584134,2.584358,2.583999,2.58415,-1000,-1000,-1000,-1000,128
3/7/22 13:33:0,20.84414,6.41E-02,2.757688,187.4959,101.4711,59.99421,31.39311,2.584146,2.58421,2.584487,2.584278,2.584115,2.584365,2.584054,2.584098,-1000,-1000,-1000,-1000,128
3/7/22 13:33:0,20.84408,6.43E-02,2.724838,191.0485,101.4709,59.27949,31.3917,2.584175,2.584229,2.584431,2.584292,2.584084,2.584364,2.584072,2.584196,-1000,-1000,-1000,-1000,128
3/7/22 13:33:0,20.84407,6.41E-02,2.671596,197.2928,101.4705,58.12137,31.39307,2.584167,2.584257,2.584448,2.584216,2.584076,2.584312,2.584023,2.584061,-1000,-1000,-1000,-1000,128
3/7/22 13:33:0,20.84398,6.48E-02,2.610133,185.6615,101.471,56.78932,31.39149,2.584129,2.58425,2.584437,2.584378,2.584106,2.584397,2.583975,2.584143,-1000,-1000,-1000,-1000,128
3/7/22 13:33:0,20.84388,0.0646053,2.560261,200.4595,101.471,55.33423,31.39054,2.584204,2.584272,2.584436,2.584208,2.584089,2.584363,2.584015,2.584099,-1000,-1000,-1000,-1000,128
3/7/22 13:33:0,20.84372,6.39E-02,2.49106,199.7368,101.4712,53.81363,31.38923,2.584245,2.584208,2.584469,2.584262,2.584112,2.584426,2.583997,2.584146,-1000,-1000,-1000,-1000,128
3/7/22 13:33:0,20.84379,6.36E-02,2.419268,187.1256,101.4709,52.64277,31.38944,2.584164,2.584305,2.584409,2.58434,2.584112,2.584368,2.584047,2.58411,-1000,-1000,-1000,-1000,128
3/7/22 13:33:0,20.84384,0.0632051,2.347382,198.912,101.4708,51.07561,31.39046,2.584151,2.584218,2.58449,2.584241,2.584076,2.584373,2.584036,2.58411,-1000,-1000,-1000,-1000,128
3/7/22 13:33:0,20.84381,6.31E-02,2.294148,197.2032,101.4714,49.53301,31.39084,2.584188,2.584231,2.584435,2.584342,2.584098,2.584417,2.583957,2.584156,-1000,-1000,-1000,-1000,128
3/7/22 13:33:0,20.84384,6.24E-02,2.224584,193.1581,101.4708,48.03793,31.39041,2.584217,2.584235,2.584419,2.584332,2.584097,2.584445,2.584002,2.5841,-1000,-1000,-1000,-1000,128
3/7/22 13:33:0,20.84369,6.17E-02,2.158173,205.0696,101.4706,46.96173,31.39042,2.58423,2.584271,2.584461,2.584264,2.584086,2.584409,2.583998,2.584089,-1000,-1000,-1000,-1000,128
3/7/22 13:33:0,20.84368,6.10E-02,2.095006,190.0248,101.4708,45.57964,31.39305,2.58426,2.584255,2.584468,2.584259,2.584124,2.584373,2.584061,2.584063,-1000,-1000,-1000,-1000,128
3/7/22 13:33:0,20.84356,6.13E-02,2.034355,203.3508,101.4706,44.24988,31.39631,2.584243,2.584283,2.584468,2.58428,2.584068,2.584345,2.584015,2.5841,-1000,-1000,-1000,-1000,128
3/7/22 13:33:0,20.84354,6.09E-02,1.990708,205.1292,101.4709,42.98949,31.39702,2.584142,2.584194,2.584455,2.58426,2.58417,2.584437,2.584068,2.58408,-1000,-1000,-1000,-1000,128
3/7/22 13:33:0,20.84365,6.06E-02,1.934925,189.0785,101.4704,42.0861,31.39602,2.584167,2.584184,2.584445,2.584274,2.5841,2.584425,2.584025,2.584091,-1000,-1000,-1000,-1000,128
3/7/22 13:33:0,20.84356,5.97E-02,1.882408,204.0695,101.4703,40.93851,31.39902,2.584168,2.584258,2.584479,2.584257,2.5841,2.584392,2.583964,2.584196,-1000,-1000,-1000,-1000,128
3/7/22 13:33:0,20.84356,5.96E-02,1.832984,218.1429,101.4698,39.86134,31.40005,2.584214,2.584237,2.584456,2.584273,2.584142,2.584383,2.58397,2.584105,-1000,-1000,-1000,-1000,128
3/7/22 13:33:0,20.84344,6.00E-02,1.786203,209.6131,101.4701,38.84577,31.39925,2.584151,2.584239,2.58441,2.584239,2.58415,2.584353,2.584046,2.584105,-1000,-1000,-1000,-1000,128
3/7/22 13:33:0,20.84338,5.98E-02,1.752862,184.8007,101.4696,37.89166,31.39776,2.584167,2.584245,2.584485,2.584348,2.584127,2.584358,2.584045,2.584111,-1000,-1000,-1000,-1000,128
3/7/22 13:33:0,20.84338,5.98E-02,1.711076,199.6008,101.4698,37.21131,31.39853,2.584155,2.584281,2.584409,2.58428,2.584032,2.584388,2.584051,2.584092,-1000,-1000,-1000,-1000,128
3/7/22 13:33:0,20.84319,5.98E-02,1.671465,203.3508,101.4701,36.34695,31.40095,2.584168,2.584304,2.58447,2.584301,2.584107,2.584376,2.584022,2.584073,-1000,-1000,-1000,-1000,128
3/7/22 13:33:0,20.84344,5.90E-02,1.633951,204.9399,101.4704,35.52633,31.40337,2.584217,2.584298,2.58447,2.584262,2.584157,2.584412,2.584033,2.584087,-1000,-1000,-1000,-1000,128
3/7/22 13:33:0,20.84306,5.88E-02,1.607189,210.3508,101.4716,34.93897,31.40661,2.584201,2.584201,2.584351,2.584255,2.584116,2.584413,2.583976,2.584134,-1000,-1000,-1000,-1000,128
3/7/22 13:34:0,20.84293,5.90E-02,1.573156,184.7376,101.4716,34.19732,31.40661,2.584166,2.584236,2.584457,2.584262,2.584136,2.584399,2.583993,2.584181,-1000,-1000,-1000,-1000,128
3/7/22 13:34:0,20.84278,5.87E-02,1.541252,184.8567,101.4719,33.50097,31.40854,2.584217,2.584251,2.584424,2.584342,2.58406,2.584329,2.58402,2.584133,-1000,-1000,-1000,-1000,128
3/7/22 13:34:0,20.84284,5.92E-02,1.510977,195.3878,101.4716,32.84472,31.40756,2.584202,2.584229,2.584485,2.584294,2.584139,2.584362,2.584025,2.584095,-1000,-1000,-1000,-1000,128
3/7/22 13:34:0,20.84293,5.88E-02,1.489238,190.3533,101.4712,32.37399,31.40594,2.584127,2.584204,2.584432,2.584246,2.584161,2.584315,2.584086,2.584122,-1000,-1000,-1000,-1000,128
3/7/22 13:34:0,20.843,5.83E-02,1.462097,197.3065,101.471,31.78049,31.40851,2.584171,2.58428,2.584452,2.584304,2.584076,2.584348,2.584037,2.584191,-1000,-1000,-1000,-1000,128
3/7/22 13:34:0,20.84302,5.84E-02,1.436496,210.884,101.4707,31.21817,31.4118,2.584203,2.58426,2.584325,2.584195,2.584061,2.584353,2.584029,2.584077,-1000,-1000,-1000,-1000,128
3/7/22 13:34:0,20.84311,5.83E-02,1.412155,193.181,101.4705,30.68913,31.41183,2.584198,2.58423,2.584371,2.584237,2.584136,2.584345,2.583998,2.584089,-1000,-1000,-1000,-1000,128
3/7/22 13:34:0,20.84297,5.83E-02,1.39448,197.8095,101.4705,30.18897,31.40884,2.584179,2.584211,2.584373,2.584217,2.58413,2.5844,2.583997,2.584136,-1000,-1000,-1000,-1000,128
3/7/22 13:34:0,20.84303,5.78E-02,1.372439,207.6867,101.4708,29.82683,31.41137,2.584204,2.584188,2.584431,2.584279,2.584093,2.584347,2.584087,2.584112,-1000,-1000,-1000,-1000,128
3/7/22 13:34:0,20.84318,5.74E-02,1.351405,223.9186,101.4714,29.36547,31.41388,2.584148,2.584144,2.584408,2.584283,2.58416,2.584294,2.584005,2.584115,-1000,-1000,-1000,-1000,128
3/7/22 13:34:0,20.84314,5.77E-02,1.331401,201.51,101.4715,28.93543,31.41107,2.584192,2.584258,2.584473,2.584226,2.5841,2.584369,2.584022,2.584163,-1000,-1000,-1000,-1000,128
3/7/22 13:34:0,20.84282,5.76E-02,1.317135,185.5698,101.4723,28.52434,31.41176,2.584152,2.584228,2.584421,2.584295,2.584105,2.584365,2.584023,2.58407,-1000,-1000,-1000,-1000,128
3/7/22 13:34:0,20.84255,5.71E-02,1.299112,194.9387,101.4733,28.22855,31.41289,2.584208,2.584195,2.584466,2.584215,2.584137,2.584408,2.584042,2.58408,-1000,-1000,-1000,-1000,128
3/7/22 13:34:0,20.84261,5.66E-02,1.281736,207.85,101.4732,27.84951,31.4152,2.58421,2.584257,2.584419,2.584255,2.584068,2.584354,2.584077,2.584157,-1000,-1000,-1000,-1000,128
3/7/22 13:34:0,20.84264,0.0563494,1.265322,201.1599,101.473,27.48738,31.41872,2.584168,2.584271,2.584418,2.584256,2.58413,2.58439,2.583998,2.584142,-1000,-1000,-1000,-1000,128
3/7/22 13:34:0,20.84272,5.65E-02,1.253455,187.4656,101.472,27.14799,31.41755,2.584152,2.584314,2.584399,2.584285,2.584098,2.584363,2.584026,2.584151,-1000,-1000,-1000,-1000,128
3/7/22 13:34:0,20.84274,5.65E-02,1.238601,208.9667,101.4718,26.90413,31.42066,2.584204,2.584162,2.584397,2.584271,2.58408,2.584356,2.583967,2.584071,-1000,-1000,-1000,-1000,128
3/7/22 13:34:0,20.8426,5.67E-02,1.224361,218.1744,101.4729,26.59124,31.4229,2.584234,2.584219,2.584469,2.584313,2.584096,2.584389,2.584023,2.584115,-1000,-1000,-1000,-1000,128
3/7/22 13:34:0,20.84258,5.65E-02,1.210785,186.3737,101.4735,26.2958,31.4233,2.58417,2.584218,2.584383,2.584267,2.584148,2.584444,2.583926,2.584082,-1000,-1000,-1000,-1000,128
3/7/22 13:34:0,20.84259,5.64E-02,1.20108,199.9712,101.4738,26.08409,31.42393,2.584192,2.58424,2.584429,2.584218,2.584072,2.584338,2.584043,2.584144,-1000,-1000,-1000,-1000,128
3/7/22 13:34:0,20.84293,0.0562621,1.188646,213.3196,101.4728,25.81034,31.42599,2.584151,2.584252,2.584453,2.584307,2.584074,2.584386,2.583972,2.584053,-1000,-1000,-1000,-1000,128
3/7/22 13:34:0,20.8434,5.61E-02,1.176802,215.6547,101.4724,25.54972,31.42883,2.584224,2.584237,2.584417,2.58415,2.58411,2.584352,2.583963,2.58412,-1000,-1000,-1000,-1000,128
3/7/22 13:34:0,20.84345,0.0563167,1.165453,186.6218,101.4727,25.30252,31.4294,2.584287,2.5842,2.584432,2.584174,2.584085,2.584374,2.584017,2.58411,-1000,-1000,-1000,-1000,128
3/7/22 13:34:0,20.84387,5.59E-02,1.157245,192.2014,101.4724,25.12652,31.42785,2.584211,2.584274,2.584471,2.584275,2.584134,2.584415,2.584025,2.584156,-1000,-1000,-1000,-1000,128
3/7/22 13:34:0,20.84431,5.61E-02,1.146977,187.4315,101.4725,24.89919,31.43095,2.584116,2.584282,2.584481,2.58432,2.584157,2.584402,2.584019,2.584093,-1000,-1000,-1000,-1000,128
3/7/22 13:34:0,20.84487,5.62E-02,1.137208,197.0546,101.4724,24.68528,31.43229,2.584195,2.584224,2.584417,2.584216,2.5841,2.584357,2.58399,2.584056,-1000,-1000,-1000,-1000,128
3/7/22 13:34:0,20.84489,5.65E-02,1.127698,208.4992,101.4728,24.47873,31.43235,2.58418,2.584295,2.584454,2.584265,2.584157,2.584377,2.584055,2.584204,-1000,-1000,-1000,-1000,128
3/7/22 13:34:0,20.84542,5.67E-02,1.118957,212.1561,101.4724,24.28773,31.43327,2.584233,2.584205,2.584456,2.58423,2.584139,2.584332,2.584001,2.584152,-1000,-1000,-1000,-1000,128
3/7/22 13:34:0,20.84581,5.67E-02,1.110675,211.24,101.4728,24.10552,31.43505,2.584219,2.584233,2.584482,2.584247,2.584112,2.584379,2.583961,2.584066,-1000,-1000,-1000,-1000,128
