DateTime,O2,CO2,WVP,FR,BP,RH,TempRH,Analog_1,Analog_2,Analog_3,Analog_4,Analog_5,Analog_6,Analog_7,Analog_8,Thermo_1,Thermo_2,Thermo_3,Thermo_4,DigitalOut
3/17/22 14:09:58,20.84144,6.30E-02,2.769201,200.8573,101.2398,59.68096,31.55868,2.584225,2.584219,2.584441,2.584305,2.584105,2.584373,2.584044,2.584064,-1000,-1000,-1000,-1000,0
3/17/22 14:09:59,20.84175,6.27E-02,2.768976,218.9205,101.2391,59.68301,31.55664,2.584295,2.584224,2.584443,2.584282,2.584101,2.584358,2.584016,2.584116,-1000,-1000,-1000,-1000,0
3/17/22 14:10:0,20.84185,6.30E-02,2.768992,217.564,101.2395,59.68161,31.55715,2.5842,2.584285,2.584491,2.584343,2.584081,2.584352,2.583983,2.584141,-1000,-1000,-1000,-1000,0
3/17/22 14:10:1,20.84162,6.34E-02,2.769053,214.4109,101.2392,59.68425,31.55767,2.584185,2.584229,2.58444,2.584235,2.584148,2.584429,2.584044,2.584048,-1000,-1000,-1000,-1000,0
3/17/22 14:10:2,20.84175,6.33E-02,2.769081,215.7775,101.239,59.68444,31.55688,2.584283,2.584211,2.584379,2.584314,2.58407,2.584403,2.584029,2.584074,-1000,-1000,-1000,-1000,0
3/17/22 14:10:3,20.84191,6.32E-02,2.769052,207.1866,101.2379,59.69257,31.55499,2.584198,2.584246,2.584456,2.584289,2.584155,2.584399,2.584027,2.584097,-1000,-1000,-1000,-1000,0
3/17/22 14:10:4,20.84186,6.24E-02,2.769528,223.8723,101.2385,59.69479,31.55667,2.584163,2.584185,2.584395,2.584218,2.584117,2.584445,2.584011,2.584082,-1000,-1000,-1000,-1000,0
3/17/22 14:10:5,20.84169,6.34E-02,2.76948,194.0144,101.2388,59.69827,31.55539,2.584167,2.584224,2.584441,2.584264,2.584091,2.584409,2.584007,2.584107,-1000,-1000,-1000,-1000,0
3/17/22 14:10:6,20.84145,6.34E-02,2.769075,213.9251,101.2399,59.70474,31.55081,2.584205,2.584309,2.584435,2.58429,2.584043,2.58437,2.58402,2.584112,-1000,-1000,-1000,-1000,0
3/17/22 14:10:7,20.84161,6.28E-02,2.768685,186.4121,101.2396,59.70305,31.54796,2.584229,2.58424,2.584377,2.584274,2.584101,2.584415,2.584002,2.584073,-1000,-1000,-1000,-1000,0
3/17/22 14:10:8,20.84174,6.28E-02,2.768831,194.7104,101.2393,59.70734,31.54853,2.584142,2.584301,2.584472,2.584311,2.58413,2.58432,2.58406,2.584198,-1000,-1000,-1000,-1000,0
3/17/22 14:10:9,20.84194,6.29E-02,2.769287,197.5802,101.2387,59.70887,31.55142,2.584237,2.584245,2.584441,2.584218,2.584086,2.584432,2.583929,2.584133,-1000,-1000,-1000,-1000,0
3/17/22 14:10:10,20.84185,6.22E-02,2.769724,199.3765,101.2392,59.71135,31.55266,2.584254,2.584254,2.584406,2.584239,2.584126,2.584415,2.583967,2.584123,-1000,-1000,-1000,-1000,0
3/17/22 14:10:11,20.84206,6.24E-02,2.770068,209.2731,101.2387,59.71255,31.55487,2.584244,2.584226,2.584352,2.584342,2.584118,2.584355,2.584031,2.584127,-1000,-1000,-1000,-1000,0
3/17/22 14:10:12,20.84221,6.26E-02,2.770234,210.772,101.2385,59.71465,31.5553,2.584207,2.584205,2.584381,2.584319,2.584064,2.584398,2.584042,2.584139,-1000,-1000,-1000,-1000,0
3/17/22 14:10:13,20.84209,6.22E-02,2.770167,205.3015,101.2391,59.71627,31.5544,2.584239,2.584269,2.584421,2.584268,2.584068,2.584363,2.583997,2.584122,-1000,-1000,-1000,-1000,0
3/17/22 14:10:14,20.84219,6.26E-02,2.770411,195.6325,101.2391,59.71431,31.55606,2.584198,2.584197,2.584475,2.58434,2.58415,2.584348,2.584062,2.584141,-1000,-1000,-1000,-1000,0
3/17/22 14:10:15,20.84213,6.26E-02,2.770042,201.3366,101.2398,59.71382,31.55394,2.584137,2.584208,2.584421,2.584292,2.584111,2.584419,2.583983,2.584108,-1000,-1000,-1000,-1000,0
3/17/22 14:10:16,20.84231,6.29E-02,2.770028,195.1461,101.2395,59.71178,31.55483,2.584139,2.584199,2.58447,2.584306,2.584046,2.584404,2.584,2.584054,-1000,-1000,-1000,-1000,0
3/17/22 14:10:17,20.84218,6.31E-02,2.769533,199.0121,101.2395,59.71278,31.5514,2.584159,2.584221,2.584422,2.584217,2.58412,2.584406,2.584001,2.584132,-1000,-1000,-1000,-1000,0
3/17/22 14:10:18,20.84238,6.25E-02,2.769906,189.0573,101.2392,59.71593,31.55284,2.584185,2.584177,2.58436,2.584199,2.584093,2.584351,2.584023,2.584169,-1000,-1000,-1000,-1000,0
3/17/22 14:10:19,20.84243,6.24E-02,2.770376,199.0228,101.2392,59.71511,31.55765,2.584211,2.584275,2.584429,2.584249,2.584078,2.584359,2.583947,2.584097,-1000,-1000,-1000,-1000,0
3/17/22 14:10:20,20.84209,6.26E-02,2.770334,200.5544,101.24,59.71249,31.55658,2.584149,2.584231,2.584388,2.58424,2.584084,2.58435,2.584042,2.58408,-1000,-1000,-1000,-1000,0
3/17/22 14:10:21,20.84235,6.25E-02,2.769387,206.709,101.2401,59.71271,31.5505,2.584199,2.584314,2.584404,2.584234,2.584048,2.584449,2.584093,2.584093,-1000,-1000,-1000,-1000,0
3/17/22 14:10:22,20.84242,6.27E-02,2.76968,193.2155,101.2403,59.71311,31.55223,2.584173,2.584264,2.584388,2.584273,2.584093,2.584355,2.583997,2.584053,-1000,-1000,-1000,-1000,0
3/17/22 14:10:23,20.84238,6.32E-02,2.769396,199.5465,101.2413,59.7126,31.55057,2.584183,2.584252,2.584496,2.584302,2.584064,2.584318,2.584014,2.584071,-1000,-1000,-1000,-1000,0
3/17/22 14:10:24,20.8427,6.30E-02,2.768951,209.0123,101.2399,59.7134,31.54751,2.584208,2.584235,2.584365,2.584206,2.584114,2.584385,2.583977,2.584125,-1000,-1000,-1000,-1000,0
3/17/22 14:10:25,20.8429,6.24E-02,2.769394,199.4634,101.2399,59.71637,31.54951,2.584206,2.584248,2.584376,2.584242,2.584148,2.584327,2.584091,2.584192,-1000,-1000,-1000,-1000,0
3/17/22 14:10:26,20.84294,6.23E-02,2.769056,206.8248,101.239,59.71733,31.54717,2.584207,2.584227,2.584439,2.584286,2.584171,2.584346,2.584047,2.58414,-1000,-1000,-1000,-1000,0
3/17/22 14:10:27,20.84259,6.27E-02,2.769117,206.8948,101.2398,59.71804,31.54538,2.58424,2.584191,2.584368,2.584267,2.584102,2.584372,2.584016,2.584154,-1000,-1000,-1000,-1000,0
3/17/22 14:10:28,20.84274,6.28E-02,2.768695,189.2869,101.2401,59.71698,31.54482,2.584209,2.58423,2.584394,2.584219,2.5841,2.584387,2.584023,2.584106,-1000,-1000,-1000,-1000,0
3/17/22 14:10:29,20.84246,6.28E-02,2.768907,207.3616,101.2408,59.72254,31.54453,2.584232,2.584206,2.584394,2.584265,2.584094,2.584344,2.583972,2.584147,-1000,-1000,-1000,-1000,0
3/17/22 14:10:30,20.84261,6.30E-02,2.769147,223.293,101.2405,59.72295,31.54591,2.584223,2.58416,2.584455,2.584263,2.58405,2.584358,2.584001,2.58408,-1000,-1000,-1000,-1000,0
3/17/22 14:10:31,20.84314,6.32E-02,2.769441,215.1951,101.2395,59.72556,31.54738,2.58425,2.584215,2.584417,2.58418,2.584094,2.584377,2.583973,2.584059,-1000,-1000,-1000,-1000,0
3/17/22 14:10:32,20.84311,6.29E-02,2.7697,221.0364,101.2393,59.73077,31.54715,2.584203,2.584251,2.584415,2.58423,2.584062,2.584445,2.584033,2.584149,-1000,-1000,-1000,-1000,0
3/17/22 14:10:33,20.84301,6.31E-02,2.770087,210.5113,101.2399,59.73494,31.54838,2.584182,2.584206,2.584423,2.584267,2.584051,2.58435,2.584007,2.584148,-1000,-1000,-1000,-1000,0
3/17/22 14:10:34,20.84316,6.28E-02,2.769271,219.4644,101.24,59.74071,31.54161,2.584258,2.584225,2.584408,2.584309,2.584061,2.584353,2.584021,2.584112,-1000,-1000,-1000,-1000,0
3/17/22 14:10:35,20.8433,6.29E-02,2.769503,210.3473,101.2409,59.7445,31.54161,2.584235,2.584255,2.584459,2.584255,2.584116,2.584351,2.58406,2.584097,-1000,-1000,-1000,-1000,0
3/17/22 14:10:36,20.84344,0.0626246,2.77035,195.175,101.2407,59.7492,31.54416,2.584181,2.584323,2.584459,2.584325,2.584132,2.584362,2.584035,2.584143,-1000,-1000,-1000,-1000,0
3/17/22 14:10:37,20.8438,6.25E-02,2.770173,194.2222,101.24,59.75513,31.54297,2.584211,2.584249,2.584491,2.584239,2.584091,2.584337,2.583989,2.584076,-1000,-1000,-1000,-1000,0
3/17/22 14:10:38,20.84371,6.32E-02,2.770411,196.098,101.24,59.75842,31.54379,2.584132,2.584282,2.584476,2.584269,2.584076,2.584365,2.584107,2.584122,-1000,-1000,-1000,-1000,0
3/17/22 14:10:39,20.84365,6.29E-02,2.77005,183.7593,101.24,59.75673,31.54046,2.584176,2.584213,2.584415,2.58421,2.584094,2.584347,2.583924,2.584126,-1000,-1000,-1000,-1000,0
3/17/22 14:10:40,20.84361,6.30E-02,2.769998,190.3216,101.2393,59.75731,31.54123,2.584217,2.584269,2.584437,2.584264,2.584126,2.584357,2.583998,2.584146,-1000,-1000,-1000,-1000,0
3/17/22 14:10:41,20.84364,6.30E-02,2.770318,189.2477,101.2388,59.75801,31.54305,2.584176,2.584268,2.584481,2.584199,2.584191,2.584398,2.584058,2.584044,-1000,-1000,-1000,-1000,0
3/17/22 14:10:42,20.84359,6.27E-02,2.770382,198.8096,101.2387,59.76025,31.54279,2.584158,2.584196,2.584456,2.58428,2.584127,2.584337,2.583975,2.584106,-1000,-1000,-1000,-1000,0
3/17/22 14:10:43,20.84367,6.34E-02,2.77031,209.1513,101.2386,59.76325,31.54145,2.58419,2.584224,2.584475,2.5843,2.584123,2.584375,2.583943,2.584172,-1000,-1000,-1000,-1000,0
3/17/22 14:10:44,20.84368,6.36E-02,2.770466,210.8792,101.2379,59.76528,31.54185,2.584272,2.584287,2.584466,2.584226,2.584113,2.584433,2.583994,2.584155,-1000,-1000,-1000,-1000,0
3/17/22 14:10:45,20.84376,6.29E-02,2.770693,211.9883,101.2374,59.76936,31.54209,2.584146,2.584203,2.584415,2.584299,2.584123,2.58434,2.583952,2.584127,-1000,-1000,-1000,-1000,0
3/17/22 14:10:46,20.84389,6.36E-02,2.771276,199.4163,101.2368,59.77233,31.54361,2.584171,2.584251,2.584473,2.584318,2.584128,2.584388,2.583983,2.58404,-1000,-1000,-1000,-1000,0
3/17/22 14:10:47,20.84387,6.34E-02,2.771355,199.9897,101.2368,59.7715,31.54567,2.584139,2.584213,2.584408,2.584316,2.584127,2.584376,2.583995,2.584161,-1000,-1000,-1000,-1000,0
3/17/22 14:10:48,20.84387,6.31E-02,2.770982,184.6832,101.2368,59.77399,31.54256,2.58418,2.584233,2.584449,2.584222,2.584066,2.584335,2.58399,2.584141,-1000,-1000,-1000,-1000,0
3/17/22 14:10:49,20.84381,0.0627283,2.771136,185.6313,101.2369,59.77631,31.54285,2.584224,2.584279,2.584432,2.584301,2.584115,2.584411,2.583976,2.584091,-1000,-1000,-1000,-1000,0
3/17/22 14:10:50,20.84375,6.31E-02,2.771071,198.2175,101.2371,59.78152,31.5414,2.584222,2.584253,2.584431,2.58427,2.584118,2.584296,2.58402,2.584134,-1000,-1000,-1000,-1000,0
3/17/22 14:10:51,20.84395,6.37E-02,2.771297,205.9093,101.2367,59.78291,31.54278,2.584192,2.584271,2.584416,2.584203,2.584142,2.584296,2.584022,2.584105,-1000,-1000,-1000,-1000,0
3/17/22 14:10:52,20.84392,0.0628932,2.770725,213.3906,101.2368,59.78431,31.53788,2.58423,2.584295,2.584439,2.584279,2.584141,2.584363,2.584066,2.584053,-1000,-1000,-1000,-1000,0
3/17/22 14:10:53,20.84387,6.30E-02,2.770644,211.6267,101.2368,59.7867,31.53667,2.584163,2.584251,2.584396,2.584323,2.584087,2.584383,2.584078,2.584136,-1000,-1000,-1000,-1000,0
3/17/22 14:10:54,20.8454,6.33E-02,2.770659,197.3931,101.2365,59.78828,31.53657,2.584203,2.584267,2.584432,2.584216,2.584041,2.584358,2.584014,2.584112,-1000,-1000,-1000,-1000,0
3/17/22 14:10:55,20.84392,6.34E-02,2.770605,181.9449,101.2365,59.79052,31.53484,2.584136,2.584173,2.584408,2.584273,2.584075,2.584371,2.583986,2.584135,-1000,-1000,-1000,-1000,0
3/17/22 14:10:56,20.84413,6.33E-02,2.770522,197.6177,101.2364,59.78537,31.53555,2.584091,2.584284,2.584417,2.584278,2.584121,2.584398,2.583975,2.58411,-1000,-1000,-1000,-1000,0
3/17/22 14:10:57,20.84425,6.31E-02,2.770887,195.4971,101.2361,59.78855,31.53766,2.584157,2.584217,2.584406,2.584205,2.584128,2.584364,2.583989,2.584184,-1000,-1000,-1000,-1000,0
3/17/22 14:10:58,20.84517,6.28E-02,2.770595,193.1634,101.236,59.78612,31.53653,2.584177,2.584197,2.58442,2.58425,2.584169,2.58438,2.584023,2.584118,-1000,-1000,-1000,-1000,0
3/17/22 14:10:59,20.84382,6.32E-02,2.771314,199.5523,101.2371,59.78521,31.54132,2.584169,2.584215,2.584466,2.584219,2.584076,2.584422,2.583974,2.584047,-1000,-1000,-1000,-1000,0
3/17/22 14:11:0,20.84395,6.30E-02,2.771307,193.5361,101.2369,59.78627,31.5398,2.58421,2.584258,2.584384,2.584255,2.58409,2.58436,2.583994,2.584154,-1000,-1000,-1000,-1000,0
3/17/22 14:11:1,20.84374,0.0632761,2.770933,203.4258,101.2365,59.78926,31.53775,2.584216,2.584198,2.584393,2.584238,2.584102,2.584302,2.584009,2.584149,-1000,-1000,-1000,-1000,0
3/17/22 14:11:2,20.84429,6.37E-02,2.771059,215.646,101.2364,59.78929,31.53854,2.584262,2.584201,2.584425,2.584219,2.584144,2.584358,2.584009,2.58418,-1000,-1000,-1000,-1000,0
3/17/22 14:11:3,20.84377,6.37E-02,2.770753,222.8387,101.2374,59.79051,31.53623,2.584229,2.584232,2.584478,2.584307,2.584146,2.58437,2.584063,2.584147,-1000,-1000,-1000,-1000,0
3/17/22 14:11:4,20.8437,6.35E-02,2.770835,222.5485,101.2375,59.79199,31.53773,2.584225,2.584255,2.584421,2.584245,2.584151,2.584383,2.583992,2.584089,-1000,-1000,-1000,-1000,0
3/17/22 14:11:5,20.84354,6.40E-02,2.770895,217.3546,101.2372,59.79358,31.53658,2.584259,2.584196,2.584402,2.584289,2.584086,2.584301,2.584075,2.584089,-1000,-1000,-1000,-1000,0
3/17/22 14:11:6,20.84373,6.35E-02,2.77104,203.9266,101.2375,59.8004,31.5355,2.584164,2.58422,2.584389,2.584265,2.584163,2.58439,2.583982,2.584133,-1000,-1000,-1000,-1000,0
3/17/22 14:11:7,20.84362,6.29E-02,2.771783,206.5152,101.2376,59.80473,31.5386,2.584161,2.584208,2.584477,2.584228,2.584054,2.584399,2.58398,2.58409,-1000,-1000,-1000,-1000,0
3/17/22 14:11:8,20.84345,6.30E-02,2.772129,213.951,101.2377,59.81149,31.5388,2.584171,2.58424,2.584458,2.584267,2.584104,2.584322,2.584016,2.58418,-1000,-1000,-1000,-1000,0
3/17/22 14:11:9,20.84365,6.30E-02,2.772028,214.0748,101.2373,59.81551,31.53698,2.584172,2.584211,2.584375,2.584253,2.584107,2.584357,2.584019,2.584155,-1000,-1000,-1000,-1000,0
3/17/22 14:11:10,20.84364,6.34E-02,2.77176,205.9153,101.2371,59.81662,31.53502,2.584248,2.584206,2.584467,2.584234,2.58413,2.584351,2.584018,2.584123,-1000,-1000,-1000,-1000,0
3/17/22 14:11:11,20.84386,6.26E-02,2.77199,219.8455,101.2362,59.81925,31.53497,2.584246,2.584235,2.584378,2.584318,2.58411,2.584383,2.584016,2.584099,-1000,-1000,-1000,-1000,0
3/17/22 14:11:12,20.84373,6.35E-02,2.77206,186.9625,101.2366,59.8255,31.53423,2.584121,2.584237,2.584393,2.584244,2.584102,2.58435,2.584023,2.584165,-1000,-1000,-1000,-1000,0
3/17/22 14:11:13,20.84348,6.33E-02,2.772245,180.1463,101.2376,59.83166,31.5336,2.58407,2.584188,2.584441,2.584253,2.584167,2.584392,2.584033,2.584157,-1000,-1000,-1000,-1000,0
3/17/22 14:11:14,20.84373,0.0628373,2.77188,188.2896,101.2368,59.83641,31.52988,2.584123,2.584213,2.584463,2.584179,2.584158,2.584374,2.584067,2.584134,-1000,-1000,-1000,-1000,0
3/17/22 14:11:15,20.84365,6.36E-02,2.771946,194.3966,101.2373,59.83982,31.52958,2.584187,2.584275,2.584363,2.584301,2.584112,2.584402,2.583976,2.584107,-1000,-1000,-1000,-1000,0
3/17/22 14:11:16,20.8435,6.38E-02,2.772122,210.0425,101.2375,59.84105,31.53017,2.584164,2.584215,2.584395,2.58425,2.584141,2.584332,2.583995,2.58412,-1000,-1000,-1000,-1000,0
3/17/22 14:11:17,20.84364,6.36E-02,2.7723,206.2927,101.2373,59.84264,31.53055,2.584199,2.584293,2.584394,2.584214,2.584073,2.584398,2.584035,2.584129,-1000,-1000,-1000,-1000,0
3/17/22 14:11:18,20.8439,6.36E-02,2.772458,186.5222,101.2362,59.84473,31.5311,2.584164,2.584174,2.584476,2.584259,2.584073,2.584377,2.584024,2.584097,-1000,-1000,-1000,-1000,0
3/17/22 14:11:19,20.84401,6.37E-02,2.772239,177.7531,101.2356,59.84642,31.52922,2.58423,2.584215,2.584415,2.58423,2.584119,2.584372,2.58398,2.584097,-1000,-1000,-1000,-1000,0
3/17/22 14:11:20,20.84407,6.37E-02,2.772497,187.3131,101.2353,59.84368,31.53109,2.584238,2.584213,2.584437,2.584277,2.584118,2.584367,2.58406,2.584178,-1000,-1000,-1000,-1000,0
3/17/22 14:11:21,20.84382,6.31E-02,2.772304,186.0384,101.2357,59.84631,31.5296,2.584194,2.58423,2.584365,2.584249,2.584135,2.58428,2.584005,2.584086,-1000,-1000,-1000,-1000,0
3/17/22 14:11:22,20.84527,6.32E-02,2.77154,189.0599,101.236,59.84596,31.52491,2.584189,2.584221,2.584415,2.5842,2.584139,2.584449,2.584046,2.584077,-1000,-1000,-1000,-1000,0
3/17/22 14:11:23,20.84477,6.31E-02,2.771673,201.3104,101.2354,59.84695,31.52546,2.584117,2.584214,2.584471,2.584243,2.584131,2.584405,2.584015,2.584141,-1000,-1000,-1000,-1000,0
3/17/22 14:11:24,20.84359,6.32E-02,2.771859,210.0016,101.2362,59.84977,31.52581,2.584222,2.584261,2.58436,2.584221,2.58409,2.584346,2.583997,2.584133,-1000,-1000,-1000,-1000,0
3/17/22 14:11:25,20.84342,6.38E-02,2.772455,222.3512,101.236,59.84931,31.52974,2.584213,2.584246,2.584387,2.584242,2.584183,2.584422,2.584065,2.584171,-1000,-1000,-1000,-1000,0
3/17/22 14:11:26,20.84499,6.42E-02,2.772177,204.4203,101.2356,59.84792,31.52838,2.584142,2.584251,2.584448,2.58424,2.584131,2.584391,2.583974,2.58408,-1000,-1000,-1000,-1000,0
3/17/22 14:11:27,20.84368,6.38E-02,2.772195,213.2628,101.2356,59.85019,31.52782,2.584166,2.584275,2.58436,2.584252,2.584151,2.58435,2.584009,2.58408,-1000,-1000,-1000,-1000,0
3/17/22 14:11:28,20.84381,6.38E-02,2.771903,191.4767,101.2352,59.85195,31.52534,2.584184,2.58421,2.584426,2.584274,2.58407,2.584412,2.584065,2.584127,-1000,-1000,-1000,-1000,0
3/17/22 14:11:29,20.84373,6.36E-02,2.771583,184.0321,101.2358,59.85365,31.52291,2.584148,2.584204,2.584453,2.584262,2.584079,2.584387,2.584023,2.584171,-1000,-1000,-1000,-1000,0
3/17/22 14:11:30,20.84378,6.31E-02,2.771737,192.6461,101.2357,59.8535,31.52394,2.58412,2.58424,2.584482,2.584295,2.584141,2.584345,2.584017,2.584045,-1000,-1000,-1000,-1000,0
3/17/22 14:11:31,20.84376,6.35E-02,2.771998,196.561,101.2359,59.85447,31.52569,2.584109,2.584346,2.58443,2.584307,2.584065,2.584386,2.583988,2.584063,-1000,-1000,-1000,-1000,0
3/17/22 14:11:32,20.84365,6.38E-02,2.771703,203.6104,101.2369,59.85401,31.52357,2.584182,2.584322,2.584423,2.584267,2.584069,2.584468,2.584028,2.584118,-1000,-1000,-1000,-1000,0
3/17/22 14:11:33,20.84358,6.38E-02,2.772357,211.2957,101.2371,59.85587,31.52719,2.584188,2.584249,2.584462,2.58424,2.584158,2.584369,2.584103,2.584144,-1000,-1000,-1000,-1000,0
3/17/22 14:11:34,20.8435,6.39E-02,2.772282,219.5919,101.238,59.85884,31.52714,2.584168,2.584277,2.584432,2.584264,2.584037,2.584473,2.58402,2.584141,-1000,-1000,-1000,-1000,0
3/17/22 14:11:35,20.84322,6.38E-02,2.772174,211.4721,101.2383,59.86057,31.52463,2.584195,2.584271,2.584455,2.584213,2.58419,2.584329,2.584044,2.584066,-1000,-1000,-1000,-1000,0
3/17/22 14:11:36,20.84314,6.43E-02,2.772132,205.5529,101.2388,59.86079,31.52431,2.584198,2.58427,2.584405,2.584327,2.584091,2.584349,2.584029,2.584116,-1000,-1000,-1000,-1000,0
3/17/22 14:11:37,20.84306,6.40E-02,2.772747,206.1014,101.2389,59.86293,31.52758,2.584172,2.584185,2.584422,2.584299,2.584151,2.584405,2.584035,2.584063,-1000,-1000,-1000,-1000,0
3/17/22 14:11:38,20.84309,6.35E-02,2.772747,209.5557,101.2385,59.8644,31.52623,2.584257,2.584135,2.584428,2.584266,2.584085,2.584346,2.584006,2.584086,-1000,-1000,-1000,-1000,0
3/17/22 14:11:39,20.84324,6.40E-02,2.772249,184.8544,101.2383,59.86208,31.52467,2.584205,2.584261,2.584387,2.584286,2.584148,2.584365,2.584083,2.584095,-1000,-1000,-1000,-1000,0
3/17/22 14:11:40,20.84315,6.41E-02,2.772045,182.3905,101.2382,59.86749,31.52178,2.584264,2.584213,2.584449,2.5843,2.584178,2.584403,2.583965,2.584103,-1000,-1000,-1000,-1000,0
3/17/22 14:11:41,20.84337,6.38E-02,2.772084,186.6294,101.2377,59.87173,31.52078,2.584143,2.584229,2.584415,2.584206,2.584167,2.584334,2.584,2.584109,-1000,-1000,-1000,-1000,0
3/17/22 14:11:42,20.8435,6.37E-02,2.771216,184.5679,101.2377,59.87269,31.51517,2.584159,2.584247,2.584482,2.584258,2.584108,2.584389,2.583955,2.584152,-1000,-1000,-1000,-1000,0
3/17/22 14:11:43,20.84347,6.38E-02,2.771676,180.8709,101.2381,59.876,31.51701,2.584259,2.584185,2.584475,2.584325,2.584099,2.584394,2.584043,2.584099,-1000,-1000,-1000,-1000,0
3/17/22 14:11:44,20.84351,0.0636183,2.77192,182.373,101.2383,59.87585,31.51957,2.584215,2.58422,2.58438,2.584227,2.584125,2.584349,2.584041,2.584116,-1000,-1000,-1000,-1000,0
3/17/22 14:11:45,20.84318,6.36E-02,2.772217,198.8024,101.2388,59.87988,31.5202,2.584182,2.584217,2.584471,2.584229,2.58411,2.584389,2.584051,2.584114,-1000,-1000,-1000,-1000,0
3/17/22 14:11:46,20.84311,6.39E-02,2.772629,209.6132,101.2386,59.88094,31.52153,2.584229,2.584156,2.58443,2.584242,2.584051,2.584313,2.584041,2.584149,-1000,-1000,-1000,-1000,0
3/17/22 14:11:47,20.84327,6.41E-02,2.772878,213.7378,101.2384,59.88122,31.52295,2.584252,2.584281,2.584473,2.584268,2.584146,2.584407,2.584006,2.584106,-1000,-1000,-1000,-1000,0
